Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Malignant neoplasms,Alzheimer disease,Chronic lower respiratory diseases,Diseases of heart,Cerebrovascular diseases,COVID-19_Multiple Cause of Death,Year,Week,Days_Since_Last_Week,Total_Deaths,Malignancy_Mortality_Rate,Heart_Disease_Mortality_Rate,Natural_Cause_Prop,Month,Season,Seasonal Pattern
27/09/2023,Maine,2020,39,2020-09-26,309,276,66,13,21,62,19,262,2020,39,7.0,1028,6.420233463035019,6.031128404669261,0.26848249027237353,9,4,Autumn
27/09/2023,Maine,2020,40,2020-10-03,289,266,55,10,16,61,14,262,2020,40,7.0,973,5.65262076053443,6.269270298047276,0.2733812949640288,10,4,Autumn
27/09/2023,Maine,2020,41,2020-10-10,302,273,62,12,19,54,133,262,2020,41,7.0,1117,5.550581915846016,4.834377797672337,0.24440465532676814,10,4,Autumn
27/09/2023,Maine,2020,42,2020-10-17,275,246,70,16,13,43,11,262,2020,42,7.0,936,7.478632478632479,4.594017094017095,0.26282051282051283,10,4,Autumn
27/09/2023,Maine,2020,43,2020-10-24,275,246,59,103,14,53,14,262,2020,43,7.0,1026,5.750487329434698,5.16569200779727,0.23976608187134502,10,4,Autumn
27/09/2023,Maine,2020,44,2020-10-31,275,251,75,12,10,62,13,262,2020,44,7.0,960,7.8125,6.458333333333334,0.26145833333333335,10,4,Autumn
27/09/2023,Maine,2020,45,2020-11-07,334,293,68,13,16,68,14,262,2020,45,7.0,1068,6.367041198501873,6.367041198501873,0.2743445692883895,11,4,Autumn
27/09/2023,Maine,2020,46,2020-11-14,323,287,58,15,22,64,12,16,2020,46,7.0,797,7.277289836888332,8.030112923462985,0.3601003764115433,11,4,Autumn
27/09/2023,Maine,2020,47,2020-11-21,307,285,67,103,14,70,11,21,2020,47,7.0,878,7.6309794988610475,7.972665148063782,0.3246013667425968,11,4,Autumn
27/09/2023,Maine,2020,48,2020-11-28,349,328,76,16,10,64,23,31,2020,48,7.0,897,8.4726867335563,7.1348940914158305,0.3656633221850613,11,4,Autumn
27/09/2023,Maine,2020,49,2020-12-05,342,312,66,17,21,64,12,47,2020,49,7.0,881,7.491486946651532,7.264472190692395,0.35414301929625425,12,1,Winter
27/09/2023,Maine,2020,50,2020-12-12,353,327,56,15,14,69,18,49,2020,50,7.0,901,6.215316315205328,7.658157602663707,0.36293007769145397,12,1,Winter
27/09/2023,Maine,2020,51,2020-12-19,324,294,64,14,13,63,11,28,2020,51,7.0,811,7.891491985203452,7.768187422934648,0.3625154130702836,12,1,Winter
27/09/2023,Maine,2020,52,2020-12-26,347,310,75,103,16,54,10,46,2020,52,7.0,961,7.804370447450572,5.6191467221644125,0.3225806451612903,12,1,Winter
27/09/2023,Maine,2020,53,2021-01-02,355,336,65,103,22,76,18,57,2021,53,7.0,1032,6.2984496124031,7.3643410852713185,0.32558139534883723,1,1,Winter
27/09/2023,Maine,2021,1,2021-01-09,345,322,51,103,22,72,16,49,2021,1,7.0,980,5.204081632653061,7.346938775510205,0.32857142857142857,1,1,Winter
27/09/2023,Maine,2021,2,2021-01-16,362,329,76,12,20,52,13,72,2021,2,7.0,936,8.11965811965812,5.555555555555555,0.35149572649572647,1,1,Winter
27/09/2023,Maine,2021,3,2021-01-23,335,311,64,11,17,65,11,55,2021,3,7.0,869,7.3647871116225545,7.479861910241657,0.3578826237054085,1,1,Winter
27/09/2023,Maine,2021,4,2021-01-30,356,321,69,103,18,55,16,56,2021,4,7.0,994,6.941649899396378,5.533199195171027,0.32293762575452717,1,1,Winter
27/09/2023,Maine,2021,5,2021-02-06,302,279,56,15,11,60,10,32,2021,5,7.0,765,7.320261437908497,7.8431372549019605,0.36470588235294116,2,1,Winter
27/09/2023,Maine,2021,6,2021-02-13,327,299,70,103,121,63,12,26,2021,6,7.0,1021,6.8560235063663075,6.170421155729676,0.29285014691478944,2,1,Winter
27/09/2023,Maine,2021,7,2021-02-20,289,266,70,12,121,58,11,25,2021,7,7.0,852,8.215962441314554,6.807511737089202,0.31220657276995306,2,1,Winter
27/09/2023,Maine,2021,8,2021-02-27,280,252,36,14,15,54,14,13,2021,8,7.0,678,5.3097345132743365,7.964601769911504,0.37168141592920356,2,1,Winter
27/09/2023,Maine,2021,9,2021-03-06,327,297,60,14,15,68,15,262,2021,9,7.0,1058,5.671077504725898,6.427221172022684,0.28071833648393196,3,2,Spring
27/09/2023,Maine,2021,10,2021-03-13,284,255,69,10,26,51,11,262,2021,10,7.0,968,7.128099173553719,5.268595041322314,0.2634297520661157,3,2,Spring
27/09/2023,Maine,2021,11,2021-03-20,246,214,60,103,121,44,14,11,2021,11,7.0,813,7.380073800738007,5.412054120541206,0.26322263222632225,3,2,Spring
27/09/2023,Maine,2021,12,2021-03-27,265,236,55,103,16,59,13,11,2021,12,7.0,758,7.255936675461741,7.783641160949868,0.3113456464379947,3,2,Spring
27/09/2023,Maine,2021,13,2021-04-03,309,279,72,10,12,64,133,10,2021,13,7.0,889,8.098987626546682,7.19910011248594,0.3138357705286839,4,2,Spring
27/09/2023,Maine,2021,14,2021-04-10,287,248,58,103,12,60,133,11,2021,14,7.0,912,6.359649122807018,6.578947368421052,0.2719298245614035,4,2,Spring
27/09/2023,Maine,2021,15,2021-04-17,307,268,81,103,11,52,13,13,2021,15,7.0,848,9.55188679245283,6.132075471698113,0.3160377358490566,4,2,Spring
27/09/2023,Maine,2021,16,2021-04-24,290,266,69,11,12,68,12,17,2021,16,7.0,745,9.261744966442953,9.12751677852349,0.35704697986577183,4,2,Spring
27/09/2023,Maine,2021,17,2021-05-01,303,281,60,103,16,68,133,13,2021,17,7.0,977,6.1412487205731825,6.960081883316274,0.28761514841351077,5,2,Spring
27/09/2023,Maine,2021,18,2021-05-08,298,284,59,103,14,81,13,16,2021,18,7.0,868,6.797235023041474,9.331797235023041,0.3271889400921659,5,2,Spring
27/09/2023,Maine,2021,19,2021-05-15,293,253,60,10,18,47,14,16,2021,19,7.0,711,8.438818565400844,6.610407876230662,0.3558368495077356,5,2,Spring
27/09/2023,Maine,2021,20,2021-05-22,336,294,68,12,19,65,12,14,2021,20,7.0,820,8.292682926829269,7.926829268292683,0.35853658536585364,5,2,Spring
27/09/2023,Maine,2021,21,2021-05-29,312,278,67,103,24,68,15,262,2021,21,7.0,1129,5.9344552701505755,6.023029229406554,0.2462356067316209,5,2,Spring
27/09/2023,Maine,2021,22,2021-06-05,294,264,70,103,16,53,133,10,2021,22,7.0,943,7.423117709437964,5.620360551431601,0.2799575821845175,6,3,Summer
27/09/2023,Maine,2021,23,2021-06-12,325,284,56,103,12,77,14,12,2021,23,7.0,883,6.342015855039637,8.720271800679502,0.32163080407701017,6,3,Summer
27/09/2023,Maine,2021,24,2021-06-19,294,263,71,103,11,70,15,262,2021,24,7.0,1089,6.519742883379247,6.42791551882461,0.24150596877869604,6,3,Summer
27/09/2023,Maine,2021,25,2021-06-26,316,284,65,103,24,59,15,262,2021,25,7.0,1128,5.76241134751773,5.2304964539007095,0.25177304964539005,6,3,Summer
27/09/2023,Maine,2021,26,2021-07-03,314,283,76,103,11,60,12,262,2021,26,7.0,1121,6.779661016949152,5.352363960749331,0.25245316681534347,7,3,Summer
27/09/2023,Maine,2021,27,2021-07-10,318,291,81,103,21,74,133,262,2021,27,7.0,1283,6.313328137178488,5.767731878409977,0.22681215900233828,7,3,Summer
27/09/2023,Maine,2021,28,2021-07-17,305,278,63,11,21,61,10,262,2021,28,7.0,1011,6.231454005934718,6.033630069238378,0.27497527200791294,7,3,Summer
27/09/2023,Maine,2021,29,2021-07-24,285,260,70,10,18,63,10,262,2021,29,7.0,978,7.157464212678937,6.441717791411043,0.2658486707566462,7,3,Summer
27/09/2023,Maine,2021,30,2021-07-31,285,253,56,11,16,52,14,262,2021,30,7.0,949,5.900948366701791,5.47945205479452,0.2665964172813488,7,3,Summer
27/09/2023,Maine,2021,31,2021-08-07,276,242,50,103,17,60,11,262,2021,31,7.0,1021,4.897159647404505,5.8765915768854065,0.23702252693437806,8,3,Summer
27/09/2023,Maine,2021,32,2021-08-14,318,293,63,12,26,80,12,262,2021,32,7.0,1066,5.909943714821764,7.5046904315197,0.274859287054409,8,3,Summer
27/09/2023,Maine,2021,33,2021-08-21,306,270,68,103,25,68,133,10,2021,33,7.0,983,6.917599186164802,6.917599186164802,0.2746693794506612,8,3,Summer
27/09/2023,Maine,2021,34,2021-08-28,303,264,60,103,19,59,17,18,2021,34,7.0,843,7.11743772241993,6.998813760379596,0.31316725978647686,8,3,Summer
27/09/2023,Maine,2021,35,2021-09-04,320,290,49,15,28,66,14,19,2021,35,7.0,801,6.117353308364544,8.239700374531834,0.3620474406991261,9,4,Autumn
27/09/2023,Maine,2021,36,2021-09-11,335,291,68,10,20,51,18,36,2021,36,7.0,829,8.202653799758746,6.15199034981906,0.35102533172496986,9,4,Autumn
27/09/2023,Maine,2021,37,2021-09-18,331,305,76,103,13,58,133,29,2021,37,7.0,1048,7.251908396946565,5.534351145038168,0.29103053435114506,9,4,Autumn
27/09/2023,Maine,2021,38,2021-09-25,344,299,56,103,15,78,133,39,2021,38,7.0,1067,5.248359887535145,7.310215557638237,0.2802249297094658,9,4,Autumn
27/09/2023,Maine,2021,39,2021-10-02,348,314,75,13,19,57,133,25,2021,39,7.0,984,7.621951219512195,5.7926829268292686,0.31910569105691056,10,4,Autumn
27/09/2023,Maine,2021,40,2021-10-09,363,329,77,12,20,63,15,37,2021,40,7.0,916,8.406113537117903,6.877729257641921,0.35917030567685587,10,4,Autumn
27/09/2023,Maine,2021,41,2021-10-16,380,349,68,11,20,81,18,32,2021,41,7.0,959,7.090719499478623,8.446298227320124,0.36392075078206465,10,4,Autumn
27/09/2023,Maine,2021,42,2021-10-23,343,307,53,103,13,59,12,39,2021,42,7.0,929,5.705059203444564,6.350914962325081,0.3304628632938644,10,4,Autumn
27/09/2023,Maine,2021,43,2021-10-30,357,319,64,10,17,77,133,35,2021,43,7.0,1012,6.324110671936759,7.608695652173914,0.31521739130434784,10,4,Autumn
27/09/2023,Maine,2021,44,2021-11-06,398,350,62,18,24,63,16,42,2021,44,7.0,973,6.3720452209660845,6.474820143884892,0.3597122302158273,11,4,Autumn
27/09/2023,Maine,2021,45,2021-11-13,390,358,78,14,12,68,12,53,2021,45,7.0,985,7.918781725888325,6.903553299492386,0.3634517766497462,11,4,Autumn
27/09/2023,Maine,2021,46,2021-11-20,374,341,61,11,17,59,133,56,2021,46,7.0,1052,5.798479087452471,5.608365019011407,0.32414448669201523,11,4,Autumn
27/09/2023,Maine,2021,47,2021-11-27,398,372,65,14,17,88,14,64,2021,47,7.0,1032,6.2984496124031,8.527131782945736,0.36046511627906974,11,4,Autumn
27/09/2023,Maine,2021,48,2021-12-04,371,340,55,10,23,67,17,56,2021,48,7.0,939,5.857294994675186,7.135250266240682,0.362087326943557,12,1,Winter
27/09/2023,Maine,2021,49,2021-12-11,436,400,63,19,19,88,17,76,2021,49,7.0,1118,5.635062611806798,7.8711985688729875,0.35778175313059035,12,1,Winter
27/09/2023,Maine,2021,50,2021-12-18,415,382,60,103,24,78,133,86,2021,50,7.0,1281,4.683840749414521,6.0889929742388755,0.29820452771272443,12,1,Winter
27/09/2023,Maine,2021,51,2021-12-25,402,365,72,15,10,73,15,76,2021,51,7.0,1028,7.003891050583658,7.101167315175097,0.3550583657587549,12,1,Winter
27/09/2023,Maine,2021,52,2022-01-01,398,368,76,15,19,68,11,65,2022,52,7.0,1020,7.450980392156863,6.666666666666667,0.3607843137254902,1,1,Winter
27/09/2023,Maine,2022,1,2022-01-08,385,365,66,13,28,73,20,58,2022,1,7.0,1008,6.547619047619048,7.242063492063493,0.3621031746031746,1,1,Winter
27/09/2023,Maine,2022,2,2022-01-15,352,321,56,103,13,79,18,53,2022,2,7.0,995,5.628140703517588,7.939698492462312,0.32261306532663314,1,1,Winter
27/09/2023,Maine,2022,3,2022-01-22,421,390,75,10,24,76,12,69,2022,3,7.0,1077,6.963788300835655,7.056638811513463,0.362116991643454,1,1,Winter
27/09/2023,Maine,2022,4,2022-01-29,398,379,66,17,24,94,13,77,2022,4,7.0,1068,6.179775280898876,8.801498127340825,0.3548689138576779,1,1,Winter
27/09/2023,Maine,2022,5,2022-02-05,387,349,63,11,11,85,133,66,2022,5,7.0,1105,5.701357466063349,7.6923076923076925,0.3158371040723982,2,1,Winter
27/09/2023,Maine,2022,6,2022-02-12,351,322,60,11,13,78,133,56,2022,6,7.0,1024,5.859375,7.6171875,0.314453125,2,1,Winter
27/09/2023,Maine,2022,7,2022-02-19,377,343,71,11,15,67,10,58,2022,7,7.0,952,7.457983193277311,7.03781512605042,0.3602941176470588,2,1,Winter
27/09/2023,Maine,2022,8,2022-02-26,301,267,61,11,17,66,13,19,2022,8,7.0,755,8.079470198675496,8.741721854304636,0.3536423841059603,2,1,Winter
27/09/2023,Maine,2022,9,2022-03-05,292,265,54,103,13,74,12,20,2022,9,7.0,833,6.482593037214886,8.883553421368548,0.31812725090036015,3,2,Spring
27/09/2023,Maine,2022,10,2022-03-12,372,321,69,17,17,64,11,25,2022,10,7.0,896,7.700892857142858,7.142857142857142,0.35825892857142855,3,2,Spring
27/09/2023,Maine,2022,11,2022-03-19,289,264,63,10,16,58,11,13,2022,11,7.0,724,8.701657458563536,8.011049723756907,0.36464088397790057,3,2,Spring
27/09/2023,Maine,2022,12,2022-03-26,312,287,56,16,19,63,133,11,2022,12,7.0,897,6.243032329988852,7.023411371237458,0.31995540691192864,3,2,Spring
27/09/2023,Maine,2022,13,2022-04-02,319,289,64,12,18,70,11,11,2022,13,7.0,794,8.060453400503778,8.816120906801007,0.36397984886649876,4,2,Spring
27/09/2023,Maine,2022,14,2022-04-09,324,297,78,103,24,64,11,15,2022,14,7.0,916,8.51528384279476,6.986899563318777,0.324235807860262,4,2,Spring
27/09/2023,Maine,2022,15,2022-04-16,288,254,73,103,21,58,133,262,2022,15,7.0,1192,6.124161073825504,4.865771812080537,0.21308724832214765,4,2,Spring
27/09/2023,Maine,2022,16,2022-04-23,275,246,67,12,121,55,10,262,2022,16,7.0,1048,6.393129770992366,5.248091603053435,0.23473282442748092,4,2,Spring
27/09/2023,Maine,2022,17,2022-04-30,326,298,68,13,21,58,15,16,2022,17,7.0,815,8.343558282208589,7.116564417177915,0.3656441717791411,4,2,Spring
27/09/2023,Maine,2022,18,2022-05-07,285,253,59,103,121,58,133,13,2022,18,7.0,1025,5.75609756097561,5.658536585365854,0.24682926829268292,5,2,Spring
27/09/2023,Maine,2022,19,2022-05-14,313,281,71,103,12,63,10,20,2022,19,7.0,873,8.132875143184421,7.216494845360824,0.3218785796105384,5,2,Spring
27/09/2023,Maine,2022,20,2022-05-21,339,305,64,10,21,80,15,15,2022,20,7.0,849,7.538280329799764,9.422850412249705,0.35924617196702,5,2,Spring
27/09/2023,Maine,2022,21,2022-05-28,285,258,58,13,16,69,133,13,2022,21,7.0,845,6.8639053254437865,8.165680473372781,0.30532544378698223,5,2,Spring
27/09/2023,Maine,2022,22,2022-06-04,327,289,62,10,25,69,133,18,2022,22,7.0,933,6.645230439442658,7.395498392282958,0.3097534833869239,6,3,Summer
27/09/2023,Maine,2022,23,2022-06-11,319,273,67,12,121,54,13,262,2022,23,7.0,1121,5.976806422836753,4.817127564674398,0.24353256021409456,6,3,Summer
27/09/2023,Maine,2022,24,2022-06-18,318,288,67,103,17,63,15,15,2022,24,7.0,886,7.562076749435666,7.1106094808126405,0.32505643340857787,6,3,Summer
27/09/2023,Maine,2022,25,2022-06-25,337,300,77,12,19,70,17,262,2022,25,7.0,1094,7.038391224862889,6.39853747714808,0.2742230347349177,6,3,Summer
27/09/2023,Maine,2022,26,2022-07-02,305,268,56,103,17,68,12,262,2022,26,7.0,1091,5.132905591200734,6.232813932172319,0.2456461961503208,7,3,Summer
27/09/2023,Maine,2022,27,2022-07-09,307,269,60,103,17,70,10,11,2022,27,7.0,847,7.083825265643448,8.264462809917356,0.31759149940968123,7,3,Summer
27/09/2023,Maine,2022,28,2022-07-16,295,259,64,103,10,61,14,262,2022,28,7.0,1068,5.992509363295881,5.711610486891386,0.24250936329588016,7,3,Summer
27/09/2023,Maine,2022,29,2022-07-23,291,264,72,11,15,54,12,262,2022,29,7.0,981,7.339449541284404,5.5045871559633035,0.2691131498470948,7,3,Summer
27/09/2023,Maine,2022,30,2022-07-30,298,264,56,103,13,61,133,262,2022,30,7.0,1190,4.705882352941177,5.126050420168067,0.2218487394957983,7,3,Summer
27/09/2023,Maine,2022,31,2022-08-06,314,276,57,103,14,75,14,10,2022,31,7.0,863,6.60486674391657,8.690614136732329,0.31981460023174973,8,3,Summer
27/09/2023,Maine,2022,32,2022-08-13,296,263,58,103,13,76,15,10,2022,32,7.0,834,6.954436450839328,9.112709832134293,0.31534772182254195,8,3,Summer
27/09/2023,Maine,2022,33,2022-08-20,286,258,63,103,17,51,15,262,2022,33,7.0,1055,5.971563981042654,4.834123222748815,0.24454976303317535,8,3,Summer
27/09/2023,Maine,2022,34,2022-08-27,302,265,68,14,12,55,17,16,2022,34,7.0,749,9.078771695594126,7.343124165554073,0.3538050734312417,8,3,Summer
27/09/2023,Maine,2022,35,2022-09-03,327,285,72,103,18,63,13,15,2022,35,7.0,896,8.035714285714286,7.03125,0.31808035714285715,9,4,Autumn
27/09/2023,Maine,2022,36,2022-09-10,331,298,70,15,121,77,13,262,2022,36,7.0,1187,5.8972198820556025,6.486941870261162,0.2510530749789385,9,4,Autumn
27/09/2023,Maine,2022,37,2022-09-17,321,289,68,11,21,67,11,12,2022,37,7.0,800,8.5,8.375,0.36125,9,4,Autumn
27/09/2023,Maine,2022,38,2022-09-24,316,281,65,103,10,81,133,12,2022,38,7.0,1001,6.493506493506493,8.091908091908092,0.2807192807192807,9,4,Autumn
27/09/2023,Maine,2022,39,2022-10-01,371,339,76,14,18,78,20,26,2022,39,7.0,942,8.067940552016985,8.280254777070063,0.35987261146496813,10,4,Autumn
27/09/2023,Maine,2022,40,2022-10-08,323,292,57,13,12,82,16,17,2022,40,7.0,812,7.0197044334975365,10.098522167487685,0.35960591133004927,10,4,Autumn
27/09/2023,Maine,2022,41,2022-10-15,364,331,74,13,27,79,133,16,2022,41,7.0,1037,7.135969141755062,7.618129218900675,0.3191899710703954,10,4,Autumn
27/09/2023,Maine,2022,42,2022-10-22,325,288,40,103,21,88,12,19,2022,42,7.0,896,4.464285714285714,9.821428571428571,0.32142857142857145,10,4,Autumn
27/09/2023,Maine,2022,43,2022-10-29,329,292,63,11,17,69,13,20,2022,43,7.0,814,7.73955773955774,8.476658476658477,0.35872235872235875,10,4,Autumn
27/09/2023,Maine,2022,44,2022-11-05,325,286,81,14,15,46,11,14,2022,44,7.0,792,10.227272727272728,5.808080808080808,0.3611111111111111,11,4,Autumn
27/09/2023,Maine,2022,45,2022-11-12,325,292,74,103,23,59,15,18,2022,45,7.0,909,8.14081408140814,6.490649064906491,0.32123212321232125,11,4,Autumn
27/09/2023,Maine,2022,46,2022-11-19,340,310,65,12,17,80,13,16,2022,46,7.0,853,7.620164126611957,9.378663540445487,0.3634232121922626,11,4,Autumn
27/09/2023,Maine,2022,47,2022-11-26,328,292,59,103,22,66,11,262,2022,47,7.0,1143,5.16185476815398,5.774278215223097,0.2554680664916885,11,4,Autumn
27/09/2023,Maine,2022,48,2022-12-03,328,286,65,103,22,52,10,21,2022,48,7.0,887,7.328072153325817,5.862457722660654,0.322435174746336,12,1,Winter
27/09/2023,Maine,2022,49,2022-12-10,373,335,65,12,21,84,16,262,2022,49,7.0,1168,5.565068493150685,7.191780821917808,0.2868150684931507,12,1,Winter
27/09/2023,Maine,2022,50,2022-12-17,342,313,65,10,15,70,13,10,2022,50,7.0,838,7.756563245823389,8.353221957040573,0.373508353221957,12,1,Winter
27/09/2023,Maine,2022,51,2022-12-24,379,340,63,12,17,73,14,18,2022,51,7.0,916,6.877729257641921,7.969432314410481,0.37117903930131,12,1,Winter
27/09/2023,Maine,2022,52,2022-12-31,343,308,65,10,24,78,133,13,2022,52,7.0,974,6.673511293634498,8.008213552361395,0.3162217659137577,12,1,Winter
27/09/2023,Maine,2023,1,2023-01-07,369,329,68,103,18,69,10,12,2023,1,7.0,978,6.952965235173824,7.05521472392638,0.33640081799591004,1,1,Winter
27/09/2023,Maine,2023,2,2023-01-14,357,324,69,15,18,83,14,14,2023,2,7.0,894,7.718120805369128,9.284116331096197,0.3624161073825503,1,1,Winter
27/09/2023,Maine,2023,3,2023-01-21,347,316,67,18,16,57,18,11,2023,3,7.0,850,7.882352941176471,6.705882352941177,0.37176470588235294,1,1,Winter
27/09/2023,Maine,2023,4,2023-01-28,352,328,81,103,14,75,14,21,2023,4,7.0,988,8.19838056680162,7.5910931174089065,0.3319838056680162,1,1,Winter
27/09/2023,Maine,2023,5,2023-02-04,341,312,65,103,20,70,17,18,2023,5,7.0,946,6.871035940803383,7.399577167019028,0.3298097251585624,2,1,Winter
27/09/2023,Maine,2023,6,2023-02-11,353,315,71,13,16,85,15,13,2023,6,7.0,881,8.059023836549375,9.648127128263337,0.35754824063564133,2,1,Winter
27/09/2023,Maine,2023,7,2023-02-18,320,286,57,11,17,77,12,11,2023,7,7.0,791,7.206068268015171,9.734513274336283,0.3615676359039191,2,1,Winter
27/09/2023,Maine,2023,8,2023-02-25,324,298,55,10,22,72,18,10,2023,8,7.0,809,6.798516687268233,8.899876390605685,0.3683559950556242,2,1,Winter
27/09/2023,Maine,2023,9,2023-03-04,320,287,70,103,16,71,11,13,2023,9,7.0,891,7.856341189674524,7.968574635241302,0.3221099887766554,3,2,Spring
27/09/2023,Maine,2023,10,2023-03-11,327,294,60,13,13,72,18,15,2023,10,7.0,812,7.389162561576355,8.866995073891626,0.3620689655172414,3,2,Spring
27/09/2023,Maine,2023,11,2023-03-18,316,296,65,103,24,57,13,15,2023,11,7.0,889,7.311586051743532,6.411698537682789,0.3329583802024747,3,2,Spring
27/09/2023,Maine,2023,12,2023-03-25,334,309,56,16,23,74,12,18,2023,12,7.0,842,6.65083135391924,8.788598574821853,0.3669833729216152,3,2,Spring
27/09/2023,Maine,2023,13,2023-04-01,300,279,57,18,14,64,133,262,2023,13,7.0,1127,5.057675244010648,5.678793256433008,0.24755989352262645,4,2,Spring
27/09/2023,Maine,2023,14,2023-04-08,324,295,63,16,25,69,11,262,2023,14,7.0,1065,5.915492957746479,6.478873239436619,0.27699530516431925,4,2,Spring
27/09/2023,Maine,2023,15,2023-04-15,297,268,65,13,20,53,133,10,2023,15,7.0,859,7.566938300349244,6.169965075669383,0.3119906868451688,4,2,Spring
27/09/2023,Maine,2023,16,2023-04-22,327,291,70,13,19,71,13,262,2023,16,7.0,1066,6.566604127579738,6.660412757973734,0.27298311444652906,4,2,Spring
27/09/2023,Maine,2023,17,2023-04-29,303,278,67,10,15,64,13,262,2023,17,7.0,1012,6.620553359683795,6.324110671936759,0.274703557312253,4,2,Spring
27/09/2023,Maine,2023,18,2023-05-06,325,298,76,16,14,66,16,262,2023,18,7.0,1073,7.082945013979497,6.150978564771668,0.2777260018639329,5,2,Spring
27/09/2023,Maine,2023,19,2023-05-13,301,275,60,21,21,64,11,262,2023,19,7.0,1015,5.911330049261084,6.305418719211822,0.270935960591133,5,2,Spring
27/09/2023,Maine,2023,20,2023-05-20,310,284,50,103,15,85,11,262,2023,20,7.0,1120,4.464285714285714,7.5892857142857135,0.25357142857142856,5,2,Spring
27/09/2023,Maine,2023,21,2023-05-27,291,267,63,13,16,61,13,262,2023,21,7.0,986,6.389452332657202,6.186612576064909,0.27079107505070993,5,2,Spring
27/09/2023,Maine,2023,22,2023-06-03,282,251,61,103,14,65,133,262,2023,22,7.0,1171,5.209222886421862,5.5508112724167376,0.2143467122117848,6,3,Summer
27/09/2023,Maine,2023,23,2023-06-10,306,276,66,103,19,54,12,262,2023,23,7.0,1098,6.0109289617486334,4.918032786885246,0.25136612021857924,6,3,Summer
27/09/2023,Maine,2023,24,2023-06-17,282,251,59,103,15,52,10,262,2023,24,7.0,1034,5.705996131528046,5.029013539651837,0.24274661508704062,6,3,Summer
27/09/2023,Maine,2023,25,2023-06-24,315,286,79,103,12,61,13,262,2023,25,7.0,1131,6.984969053934571,5.393457117595048,0.25287356321839083,6,3,Summer
27/09/2023,Maine,2023,26,2023-07-01,287,263,72,103,13,55,133,262,2023,26,7.0,1188,6.0606060606060606,4.62962962962963,0.22138047138047137,7,3,Summer
